satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,1664,0,5,0,3,4,5,4,2,2,0,2,3,2,3,0,0
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,1655,0,5,0,3,5,3,4,1,1,0,5,3,1,4,0,0
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,2831,0,5,0,3,3,0,3,3,4,3,4,3,5,3,16,0
satisfied,Female,Loyal Customer,55,Personal Travel,Eco,1517,0,5,0,3,3,4,5,2,2,0,2,4,2,3,0,0
satisfied,Female,Loyal Customer,48,Personal Travel,Eco,1487,0,5,0,3,3,4,4,4,4,0,2,5,4,3,8,0
satisfied,Male,Loyal Customer,68,Personal Travel,Eco,2971,0,5,0,3,2,0,2,2,3,1,5,5,1,2,1,0
satisfied,Female,Loyal Customer,16,Personal Travel,Business,2006,0,5,0,3,5,0,5,5,4,3,5,5,4,5,0,0
satisfied,Male,Loyal Customer,48,Personal Travel,Eco,2662,0,5,0,3,4,0,4,4,5,4,4,4,3,4,0,0
satisfied,Male,Loyal Customer,8,Personal Travel,Eco,2359,0,5,0,3,2,0,2,2,3,2,4,3,4,2,4,2
satisfied,Male,Loyal Customer,42,Personal Travel,Eco,2376,0,5,0,3,3,0,3,3,4,2,5,3,5,3,3,0
satisfied,Male,Loyal Customer,62,Personal Travel,Eco,2362,0,5,0,3,5,0,5,5,4,4,5,5,5,5,0,0
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,2180,0,5,0,3,1,0,1,1,3,4,5,4,4,1,21,0
satisfied,Male,Loyal Customer,58,Personal Travel,Eco Plus,2250,0,5,0,3,4,0,4,4,4,5,4,3,4,4,0,0
satisfied,Female,Loyal Customer,16,Personal Travel,Eco,2245,0,5,0,3,4,0,4,4,3,3,4,5,4,4,127,118
satisfied,Female,Loyal Customer,13,Personal Travel,Business,1970,0,5,0,3,1,0,1,1,3,2,4,4,5,1,0,0
satisfied,Male,Loyal Customer,17,Personal Travel,Eco,2104,0,5,0,3,2,0,2,2,3,2,4,2,1,2,0,0
satisfied,Male,Loyal Customer,60,Personal Travel,Eco,1810,0,5,0,3,4,0,3,4,4,5,5,4,5,4,0,0
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,1851,0,5,0,3,2,0,2,2,3,5,4,3,5,2,0,0
satisfied,Male,Loyal Customer,12,Personal Travel,Eco,2638,0,5,0,3,5,0,5,5,3,3,5,3,5,5,13,6
satisfied,Male,Loyal Customer,19,Personal Travel,Eco,2679,0,5,0,3,2,0,2,2,3,3,4,4,5,2,0,0
satisfied,Male,Loyal Customer,16,Personal Travel,Eco Plus,2017,0,5,0,3,4,0,4,4,4,3,5,4,5,4,0,0
satisfied,Female,Loyal Customer,13,Personal Travel,Business,2411,0,5,0,3,2,0,2,2,3,2,4,4,4,2,6,5
satisfied,Female,Loyal Customer,61,Personal Travel,Eco Plus,887,0,5,0,3,5,5,5,5,5,0,5,3,5,5,13,17
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,1646,0,5,0,3,1,0,2,1,3,5,5,5,4,1,0,0
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,2240,0,5,0,3,5,0,3,5,4,4,5,4,4,5,60,56
satisfied,Male,Loyal Customer,51,Personal Travel,Eco,1754,0,5,0,3,2,0,2,2,4,4,5,5,5,2,0,5
satisfied,Male,Loyal Customer,50,Personal Travel,Eco,2513,0,5,0,3,1,0,1,1,5,4,4,3,5,1,0,0
satisfied,Male,Loyal Customer,64,Personal Travel,Business,737,0,5,0,3,3,5,4,1,1,0,2,4,1,3,0,0
satisfied,Female,Loyal Customer,47,Personal Travel,Eco,722,0,5,0,3,2,5,4,1,1,0,1,4,1,4,0,0
satisfied,Male,Loyal Customer,26,Personal Travel,Business,2449,0,5,0,3,4,0,4,4,5,2,4,3,4,4,0,0
satisfied,Male,Loyal Customer,9,Personal Travel,Eco,1825,0,5,0,3,1,0,1,1,4,2,5,3,4,1,0,0
satisfied,Female,Loyal Customer,47,Personal Travel,Business,648,0,5,0,3,4,4,5,4,4,0,1,5,4,4,26,12
satisfied,Male,Loyal Customer,25,Personal Travel,Eco,2031,0,5,0,3,3,0,3,3,3,4,2,1,1,3,0,0
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,633,0,5,0,3,4,5,4,2,2,0,2,3,2,5,0,0
satisfied,Male,Loyal Customer,69,Personal Travel,Eco,1844,0,5,0,3,3,0,3,3,3,3,5,4,5,3,0,0
satisfied,Female,Loyal Customer,31,Personal Travel,Eco,2023,0,5,0,3,4,0,4,4,5,2,4,3,5,4,0,17
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,556,0,5,0,3,4,4,2,1,1,0,1,2,1,2,0,16
satisfied,Male,Loyal Customer,47,Personal Travel,Business,529,0,5,0,3,3,4,4,1,1,0,3,3,1,4,0,0
satisfied,Male,Loyal Customer,10,Personal Travel,Business,2360,0,5,0,3,3,0,4,3,4,2,5,3,5,3,0,0
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1056,0,5,0,3,2,0,2,2,5,3,4,5,4,2,2,0
satisfied,Female,Loyal Customer,36,Personal Travel,Eco,1229,0,5,0,3,4,0,4,4,3,5,5,3,4,4,0,0
satisfied,Male,Loyal Customer,49,Personal Travel,Eco,1734,0,5,0,3,3,0,1,3,4,5,5,4,5,3,6,0
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,397,0,5,0,3,2,4,5,3,3,0,1,4,3,4,0,0
satisfied,Female,Loyal Customer,60,Personal Travel,Eco,402,0,5,0,3,4,4,5,1,1,0,1,4,1,3,0,0
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,391,0,5,0,3,2,5,5,3,3,0,1,3,3,3,0,0
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,1874,0,5,0,3,1,0,1,1,3,3,4,4,5,1,1,0
satisfied,Male,Loyal Customer,58,Personal Travel,Eco,1545,0,5,0,3,4,0,4,4,5,4,4,3,4,4,11,15
satisfied,Male,Loyal Customer,48,Personal Travel,Eco,2011,0,5,0,3,4,0,3,4,4,4,5,5,4,4,0,3
satisfied,Female,Loyal Customer,56,Personal Travel,Eco,364,0,5,0,3,5,1,4,5,5,0,5,3,5,1,0,3
satisfied,Male,Loyal Customer,34,Personal Travel,Eco,1893,0,5,0,3,4,0,4,4,5,3,4,5,4,4,0,0
satisfied,Male,Loyal Customer,61,Personal Travel,Eco,1055,0,5,0,3,3,0,3,3,4,4,5,5,5,3,0,0
satisfied,Male,Loyal Customer,33,Personal Travel,Eco Plus,1715,0,5,0,3,4,0,4,4,5,5,4,3,4,4,9,4
satisfied,Male,Loyal Customer,27,Personal Travel,Eco,1717,0,5,0,3,2,0,2,2,3,2,4,5,4,2,16,0
satisfied,Male,Loyal Customer,12,Personal Travel,Eco,1965,0,5,0,3,5,0,2,5,3,3,5,3,4,5,0,0
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1977,0,5,0,3,2,0,2,2,3,3,5,4,5,2,0,0
satisfied,Female,Loyal Customer,38,Personal Travel,Eco,1714,0,5,0,3,3,0,3,3,3,1,5,2,3,3,0,0
satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1803,0,5,0,3,4,0,4,4,3,3,4,5,4,4,6,5
satisfied,Male,Loyal Customer,63,Personal Travel,Eco Plus,1679,0,5,0,3,1,0,1,1,3,1,2,1,2,1,0,0
satisfied,Male,Loyal Customer,25,Personal Travel,Eco,1245,0,5,0,3,4,0,4,4,5,2,5,4,4,4,0,0
satisfied,Male,Loyal Customer,38,Personal Travel,Eco,980,0,5,0,3,1,0,1,1,5,3,4,3,4,1,0,0
satisfied,Male,Loyal Customer,25,Personal Travel,Eco Plus,1612,0,5,0,3,1,0,1,1,4,3,5,3,5,1,15,7
satisfied,Male,Loyal Customer,8,Personal Travel,Eco,1302,0,5,0,3,1,0,1,1,5,2,4,5,4,1,0,0
satisfied,Male,Loyal Customer,25,Personal Travel,Eco,1563,0,5,0,3,5,0,5,5,3,2,5,4,5,5,0,0
satisfied,Male,Loyal Customer,32,Personal Travel,Eco,1247,0,5,0,3,2,0,5,2,4,2,5,3,4,2,0,0
satisfied,Female,Loyal Customer,47,Personal Travel,Eco Plus,224,0,5,0,3,3,4,4,5,5,0,5,5,5,5,0,0
satisfied,Female,Loyal Customer,32,Personal Travel,Eco Plus,1573,0,5,0,3,1,0,4,1,4,4,5,3,5,1,1,0
satisfied,Male,Loyal Customer,28,Personal Travel,Eco,1792,0,5,0,3,5,0,5,5,4,4,5,3,4,5,24,
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,1393,0,5,0,3,2,0,2,2,3,3,4,3,5,2,0,0
satisfied,Male,Loyal Customer,12,Personal Travel,Eco,1696,0,5,0,3,1,0,1,1,5,3,4,5,5,1,0,0
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,1707,0,5,0,3,5,0,5,5,4,5,3,3,3,5,4,4
satisfied,Male,Loyal Customer,61,Personal Travel,Eco,1822,0,5,0,3,3,0,3,3,5,2,3,5,3,3,0,0
satisfied,Male,Loyal Customer,53,Personal Travel,Eco,1203,0,5,0,3,5,0,5,5,5,2,3,5,4,5,0,6
satisfied,Male,Loyal Customer,61,Personal Travel,Eco,4124,0,5,0,4,4,0,4,4,5,5,3,3,5,4,2,0
satisfied,Male,Loyal Customer,62,Personal Travel,Eco,3117,0,5,0,4,2,0,2,2,5,5,5,3,5,2,5,4
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,3187,0,5,0,4,2,0,2,2,2,4,5,3,1,2,0,0
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,3234,0,5,0,4,2,0,2,2,3,5,4,4,5,2,1,4
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,1542,0,5,0,4,1,1,2,1,1,0,1,1,1,4,0,0
satisfied,Male,Loyal Customer,27,Personal Travel,Eco,3235,0,5,0,4,4,0,4,4,3,4,5,4,4,4,3,0
satisfied,Female,Loyal Customer,27,Personal Travel,Business,2623,0,5,0,4,5,0,5,5,5,2,4,4,5,5,1,0
satisfied,Female,Loyal Customer,53,Personal Travel,Business,1301,0,5,0,4,5,5,4,3,3,0,3,4,3,5,0,14
satisfied,Male,Loyal Customer,66,Personal Travel,Eco,2801,0,5,0,4,4,0,4,4,5,5,3,4,5,4,0,0
satisfied,Male,Loyal Customer,63,Personal Travel,Eco,2086,0,5,0,4,3,0,3,3,4,2,3,1,3,3,0,0
satisfied,Male,Loyal Customer,66,Personal Travel,Eco,2143,0,5,0,4,5,0,5,5,4,5,4,2,2,5,5,5
satisfied,Male,Loyal Customer,39,Personal Travel,Eco Plus,2948,0,5,0,4,5,0,5,5,3,3,5,1,5,5,0,0
satisfied,Male,Loyal Customer,25,Personal Travel,Eco,2464,0,5,0,4,5,0,5,5,5,3,5,3,4,5,0,0
satisfied,Female,Loyal Customer,21,Personal Travel,Eco Plus,1799,0,5,0,4,4,0,4,4,4,5,4,5,5,4,0,0
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,1812,0,5,0,4,2,0,2,2,5,4,4,5,4,2,7,0
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,1994,0,5,0,4,3,0,1,3,5,3,4,3,2,3,0,0
satisfied,Male,Loyal Customer,32,Personal Travel,Eco,1836,0,5,0,4,5,0,1,5,4,5,5,3,5,5,8,2
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,881,0,5,0,4,5,5,4,3,3,0,3,3,3,4,0,5
satisfied,Female,Loyal Customer,16,Personal Travel,Eco,1870,0,5,0,4,4,0,4,4,5,3,5,3,5,4,15,0
satisfied,Male,Loyal Customer,14,Personal Travel,Eco,2404,0,5,0,4,1,0,1,1,4,2,5,4,5,1,0,0
satisfied,Male,Loyal Customer,9,Personal Travel,Eco,1862,0,5,0,4,3,0,3,3,5,3,4,4,4,3,0,
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,808,0,5,0,4,5,5,4,2,2,0,5,5,2,3,0,0
satisfied,Male,Loyal Customer,32,Personal Travel,Eco,2419,0,5,0,4,4,0,4,4,2,3,3,3,3,4,0,8
satisfied,Female,Loyal Customer,14,Personal Travel,Eco,2178,0,5,0,4,1,0,1,1,5,2,5,3,4,1,0,0
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,724,0,5,0,4,3,5,4,2,2,0,2,3,2,3,4,0
satisfied,Male,Loyal Customer,31,Personal Travel,Eco,2310,0,5,0,4,5,0,5,5,5,3,5,3,4,5,5,5
satisfied,Male,Loyal Customer,63,Personal Travel,Eco,2361,0,5,0,4,1,0,2,1,3,2,1,1,2,1,6,1
satisfied,Male,Loyal Customer,63,Personal Travel,Business,521,0,5,0,4,3,5,5,5,5,0,5,4,5,5,4,3
satisfied,Female,Loyal Customer,61,Personal Travel,Eco,527,0,5,0,4,2,4,4,1,1,0,1,4,1,3,24,14
satisfied,Female,Loyal Customer,67,Personal Travel,Eco,537,0,5,0,4,3,4,4,3,3,0,3,4,3,4,0,0
satisfied,Male,Loyal Customer,20,Personal Travel,Eco,2142,0,5,0,4,5,0,5,5,4,3,5,4,4,5,3,0
satisfied,Male,Loyal Customer,42,Personal Travel,Eco,1933,0,5,0,4,4,0,4,4,4,4,5,5,4,4,0,0
satisfied,Male,Loyal Customer,48,Personal Travel,Eco,1723,0,5,0,4,3,0,2,3,5,4,4,3,5,3,0,0
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,398,0,5,0,4,4,5,4,1,1,0,1,3,1,3,5,0
satisfied,Male,Loyal Customer,17,Personal Travel,Eco,1434,0,5,0,4,5,0,5,5,5,3,5,5,4,5,0,0
satisfied,Female,Loyal Customer,40,Personal Travel,Business,1983,0,5,0,4,2,4,4,4,4,0,4,5,4,4,129,119
satisfied,Male,Loyal Customer,41,Personal Travel,Eco,2076,0,5,0,4,1,0,1,1,5,2,5,2,1,1,0,0
satisfied,Female,Loyal Customer,43,Personal Travel,Eco,270,0,5,0,4,5,4,4,1,1,0,5,3,1,3,0,12
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1452,0,5,0,4,4,0,4,4,5,4,5,4,4,4,16,2
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1447,0,5,0,4,2,0,3,2,3,5,3,4,1,2,0,0
satisfied,Male,Loyal Customer,64,Personal Travel,Eco,1708,0,5,0,4,2,0,2,2,4,3,4,5,5,2,2,0
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,85,0,5,0,4,3,4,5,2,2,0,2,3,2,5,0,0
satisfied,Male,Loyal Customer,45,Personal Travel,Eco,1356,0,5,0,4,4,0,4,4,2,5,1,4,4,4,0,1
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1096,0,5,0,4,5,0,3,5,5,3,4,5,4,5,0,0
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,50,0,5,0,4,2,4,4,3,3,0,3,4,3,4,0,0
satisfied,Male,Loyal Customer,22,Personal Travel,Eco,2890,0,5,0,5,5,0,5,5,5,2,4,5,4,5,0,0
satisfied,Male,Loyal Customer,15,Personal Travel,Eco,2450,0,5,0,5,2,0,2,2,4,5,4,3,5,2,4,1
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,2577,0,5,0,5,5,0,5,5,5,2,5,5,4,5,0,0
satisfied,Male,Loyal Customer,62,Personal Travel,Eco,2488,0,5,0,5,5,0,5,5,4,5,5,5,5,5,0,0
satisfied,Male,Loyal Customer,50,Personal Travel,Eco,2725,0,5,0,5,2,0,2,2,5,4,4,4,5,2,0,0
satisfied,Male,Loyal Customer,17,Personal Travel,Eco,2547,0,5,0,5,4,0,2,4,3,4,4,4,4,4,1,0
satisfied,Female,Loyal Customer,57,Personal Travel,Eco,918,0,5,0,5,3,4,5,3,3,0,3,3,3,4,0,0
satisfied,Male,Loyal Customer,61,Personal Travel,Eco,2466,0,5,0,5,2,0,2,2,5,5,4,4,5,2,11,2
satisfied,Male,Loyal Customer,63,Personal Travel,Eco,2351,0,5,0,5,5,0,2,5,3,2,5,3,1,5,0,0
satisfied,Male,Loyal Customer,47,Personal Travel,Eco,2236,0,5,0,5,1,0,1,1,4,5,4,4,2,1,0,0
satisfied,Male,Loyal Customer,66,Personal Travel,Eco,1463,0,5,0,5,1,0,1,1,5,5,5,4,4,1,0,5
satisfied,Female,Loyal Customer,66,Personal Travel,Eco,334,0,5,0,5,5,4,4,4,4,0,4,4,4,4,0,0
satisfied,Male,Loyal Customer,24,Personal Travel,Eco,2016,0,5,0,5,2,0,2,2,3,3,4,4,5,2,0,0
satisfied,Female,Loyal Customer,14,Personal Travel,Eco,1719,0,5,0,5,1,0,3,1,3,5,5,5,5,1,0,0
satisfied,Male,Loyal Customer,33,Personal Travel,Eco,1502,0,5,0,5,3,0,3,3,3,4,4,4,5,3,0,0
satisfied,Male,Loyal Customer,64,Personal Travel,Eco,1254,0,5,0,5,5,0,5,5,4,5,5,3,5,5,0,0
satisfied,Female,Loyal Customer,49,Personal Travel,Eco Plus,231,0,5,0,5,4,2,2,3,3,0,3,5,3,5,0,0
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,1729,0,5,0,5,4,0,4,4,5,5,4,2,2,4,0,0
satisfied,Male,Loyal Customer,8,Personal Travel,Eco,1359,0,5,0,5,3,0,3,3,4,3,1,1,1,3,0,0
satisfied,Male,Loyal Customer,64,Personal Travel,Eco,2759,0,5,1,1,4,1,4,4,3,4,4,5,5,4,2,0
satisfied,Male,Loyal Customer,14,Personal Travel,Eco Plus,1849,0,5,1,1,3,1,3,3,3,5,5,3,5,3,4,0
satisfied,Male,Loyal Customer,54,Personal Travel,Eco,2017,0,5,1,1,5,1,5,5,4,4,4,5,4,5,0,0
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,840,0,5,1,1,3,4,4,4,4,1,2,5,4,3,0,4
satisfied,Male,Loyal Customer,34,Personal Travel,Eco,1693,0,5,1,2,4,1,4,4,4,5,4,4,4,4,5,0
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,2242,0,5,1,3,5,5,4,3,3,1,3,5,3,3,0,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,3191,0,5,1,3,5,1,5,5,3,2,4,4,1,5,7,0
satisfied,Female,Loyal Customer,13,Personal Travel,Eco,2817,0,5,1,3,2,1,2,2,4,5,4,5,4,2,0,0
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,4105,0,5,1,4,1,1,1,1,5,5,4,3,5,1,0,0
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,2883,0,5,1,4,3,1,3,3,5,4,5,4,4,3,0,0
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,2479,0,5,1,4,1,1,1,1,3,2,5,5,4,1,61,52
satisfied,Male,Loyal Customer,10,Personal Travel,Eco,2266,0,5,1,4,5,1,4,5,3,3,5,3,5,5,0,0
satisfied,Female,Loyal Customer,60,Personal Travel,Eco,729,0,5,1,4,5,5,4,3,3,1,3,3,3,5,0,0
satisfied,Female,Loyal Customer,69,Personal Travel,Business,1252,0,5,1,5,3,3,5,4,4,1,4,3,4,3,13,23
satisfied,Male,Loyal Customer,56,Personal Travel,Eco,2456,0,5,1,5,4,1,4,4,5,5,5,5,5,4,0,0
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco Plus,1201,1,0,0,1,5,0,5,5,5,5,4,4,5,5,0,0
satisfied,Female,Loyal Customer,8,Personal Travel,Eco Plus,2364,0,0,0,2,2,4,2,3,3,0,3,5,3,2,0,0
satisfied,Female,Loyal Customer,28,Personal Travel,Eco,2187,0,0,0,3,2,0,2,2,3,3,4,4,4,2,0,0
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1693,0,0,0,3,3,4,3,1,1,0,1,4,1,3,0,0
dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco,1582,1,0,0,3,1,0,1,1,2,4,3,5,1,1,0,2
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,51,0,0,0,3,4,3,4,2,2,0,2,4,2,5,0,4
satisfied,Female,Loyal Customer,50,Personal Travel,Eco,1248,0,0,0,3,2,5,5,5,5,0,5,5,5,3,1,3
satisfied,Female,Loyal Customer,68,Personal Travel,Eco Plus,1117,0,0,0,3,3,3,3,3,3,0,1,2,3,5,0,0
dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,1737,1,0,0,4,1,0,1,1,4,4,5,3,5,1,0,0
dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,1351,1,0,0,4,5,0,5,5,5,2,5,4,4,5,4,2
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,1109,1,0,0,4,4,0,4,4,3,3,4,3,4,4,0,0
satisfied,Female,Loyal Customer,33,Personal Travel,Eco,3560,0,0,0,4,2,0,2,2,3,2,5,2,5,2,0,0
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,3434,1,0,1,1,2,1,2,2,3,3,4,3,4,2,14,11
satisfied,Female,Loyal Customer,46,Personal Travel,Eco Plus,1218,0,1,0,1,5,2,1,5,5,0,5,2,5,2,0,0
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,2393,0,1,0,2,1,2,2,1,1,0,1,2,1,3,0,9
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,2193,1,0,1,1,4,1,4,4,4,2,5,5,4,4,38,32
dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,2356,1,0,1,1,1,1,5,1,5,4,5,3,4,1,0,13
dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2421,1,0,1,1,4,1,4,4,3,4,4,5,4,4,0,0
dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,1802,1,0,1,1,4,1,4,4,5,5,4,5,4,4,0,0
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1808,0,1,0,2,0,1,1,2,1,1,2,1,3,1,23,90
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1476,0,1,0,2,3,0,3,3,2,5,2,3,2,3,0,0
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,530,0,1,0,3,2,0,2,2,2,2,2,2,3,2,15,3
satisfied,Female,Loyal Customer,21,Personal Travel,Business,1218,0,1,0,3,2,0,2,2,2,3,3,4,3,2,0,12
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1668,1,0,1,1,4,1,4,4,4,5,1,5,1,4,0,
dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,1565,1,0,1,1,5,1,5,5,5,3,5,5,5,5,0,0
satisfied,Female,Loyal Customer,25,Personal Travel,Eco Plus,1707,0,1,0,3,4,0,3,4,1,2,3,1,4,4,33,35
dissatisfied,Male,Loyal Customer,47,Personal Travel,Business,365,1,0,1,1,4,4,5,3,3,1,3,3,3,4,0,0
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,1869,0,1,0,3,4,0,4,4,4,3,3,1,4,4,0,0
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,955,1,0,1,1,1,1,4,1,4,3,4,5,5,1,12,0
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1152,0,1,0,3,3,0,3,3,2,1,2,2,3,3,0,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1534,0,1,0,3,4,3,4,2,2,0,2,4,2,1,0,11
satisfied,Female,Loyal Customer,27,Personal Travel,Eco,1232,0,1,0,3,2,0,2,2,4,2,3,3,3,2,0,0
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,262,0,1,0,3,2,0,2,2,2,2,3,1,3,2,0,0
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,1062,0,1,0,3,3,0,3,3,2,2,4,3,4,3,0,0
satisfied,Female,Loyal Customer,42,Personal Travel,Eco,145,0,1,0,3,2,0,2,2,3,4,3,2,3,2,3,0
satisfied,Female,Loyal Customer,57,Personal Travel,Eco,72,0,1,0,3,3,0,3,3,1,2,3,2,3,3,17,13
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco Plus,1518,1,0,1,1,5,1,5,5,3,3,3,4,4,5,0,0
dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,1098,1,0,1,1,1,1,1,1,4,5,5,4,4,1,0,1
satisfied,Female,Loyal Customer,27,Personal Travel,Eco Plus,3557,0,1,0,3,5,4,3,3,3,0,3,4,3,4,0,0
satisfied,Female,Loyal Customer,26,Personal Travel,Business,3562,0,1,0,4,4,0,4,4,2,1,3,3,4,4,0,0
satisfied,Female,Loyal Customer,43,Personal Travel,Business,2002,0,1,0,4,1,0,1,1,3,1,4,2,4,1,0,0
dissatisfied,Male,Loyal Customer,18,Personal Travel,Business,3046,1,0,1,2,3,1,2,3,4,5,5,5,5,3,13,15
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,3345,1,0,1,2,1,1,1,1,3,2,5,5,5,1,0,3
satisfied,Female,Loyal Customer,45,Personal Travel,Eco,1256,0,1,0,4,5,0,5,5,3,1,4,2,4,5,32,18
satisfied,Female,Loyal Customer,16,Personal Travel,Eco,2280,0,1,0,4,4,3,3,3,3,0,3,1,3,1,0,0
satisfied,Female,Loyal Customer,52,Personal Travel,Eco,1122,0,1,0,4,4,3,4,5,5,0,5,3,5,4,0,2
satisfied,Female,Loyal Customer,57,Personal Travel,Eco,1025,0,1,0,4,5,0,4,5,4,2,3,2,4,5,45,57
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,893,0,1,1,2,2,1,2,2,3,5,3,4,2,2,0,0
dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,1998,1,0,1,2,5,1,5,5,4,5,5,1,5,5,32,12
dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,2172,1,0,1,2,4,1,4,4,2,2,3,3,5,4,0,0
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco Plus,2095,1,0,1,2,3,1,1,3,4,2,5,4,5,3,0,0
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,2327,0,1,1,3,2,1,2,2,3,2,2,1,2,2,0,0
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,1530,1,0,1,2,1,1,1,1,3,5,5,3,5,1,0,0
satisfied,Female,Loyal Customer,10,Personal Travel,Eco,2129,0,2,0,1,5,0,5,5,3,3,5,5,5,5,24,2
dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,1672,1,0,1,2,2,1,2,2,4,3,5,3,4,2,0,18
dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,1774,1,3,1,3,5,1,5,5,2,3,2,1,2,5,124,111
satisfied,Female,Loyal Customer,16,Personal Travel,Business,1813,5,4,5,2,4,5,4,2,2,5,2,3,2,3,0,10
dissatisfied,Female,disloyal Customer,24,Business travel,Eco,2274,1,0,2,2,1,2,1,1,4,4,4,5,5,1,0,0
dissatisfied,Female,disloyal Customer,28,Business travel,Eco,2330,1,0,2,2,5,2,5,5,2,5,2,4,2,5,0,0
dissatisfied,Female,disloyal Customer,22,Business travel,Eco,1789,1,0,2,2,3,2,3,3,2,5,3,3,1,3,0,2
dissatisfied,Male,disloyal Customer,23,Business travel,Eco,1579,1,0,2,2,2,2,2,2,4,2,4,3,5,2,0,0
dissatisfied,Female,disloyal Customer,56,Business travel,Eco,1421,1,0,2,2,3,2,3,3,5,5,5,2,2,3,0,0
dissatisfied,Male,disloyal Customer,20,Business travel,Eco,1634,1,0,2,2,2,2,2,2,3,4,5,3,5,2,0,4
dissatisfied,Male,disloyal Customer,47,Business travel,Eco,1370,1,0,2,2,5,2,5,5,3,2,3,4,5,5,0,0
